,mol,smiles,pic50
160,CHEMBL491621,COc1ccc(-c2noc3cnc(N[C@@H](C)c4ccccc4)cc23)cc1OC,5.307417438
161,CHEMBL1095717,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,7.397940009
162,CHEMBL482326,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)N(C)C)s3)c2cc1OC,6.0
163,CHEMBL3394761,CN1CCN(CC(O)Cn2cc(C(=O)O)c3ccccc32)CC1,5.459670525
164,CHEMBL1097022,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3N)ncc1CC2,6.823908741
165,CHEMBL1793891,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3[nH]nc(C(N)=O)c3CC4)c2)CC1,8.397940009
166,CHEMBL1944681,COc1ccc(Nc2ncc3c(n2)-c2ccc(C)cc2NC(=O)C3)cc1OC,7.187086643
167,CHEMBL476782,CCn1c(=O)/c(=C\Nc2cccc(NC(=O)C(C)(C)C)c2)s/c1=C(/C#N)C(=O)NC1(CO)CCCC1,6.721246399
168,CHEMBL508139,Cc1nn(-c2cccc(C#N)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12,6.385102784
169,CHEMBL233001,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,5.0
170,CHEMBL2042031,CC(Oc1cc(-c2cc(-c3ccc(CN(C)C)cc3)cnc2N)ccc1C(N)=O)c1ccccc1C(F)(F)F,5.806875402
171,CHEMBL2401967,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1CCC(F)(F)F,5.449771647
172,CHEMBL597596,COc1ccc2c(c1)NC(=O)Cc1cnc(Nc3ccc(O)c(Cl)c3)nc1-2,6.443697499
173,CHEMBL1945498,CN(C)CCCc1ccc(C(F)(F)F)c(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,8.397940009
174,CHEMBL1269490,COc1ccc(Cn2nc(C(N)=O)c3c2-c2nc(Nc4cc(N5CCNCC5)ccc4OC(F)(F)F)ncc2CC3)cc1,5.576754126
175,CHEMBL2036868,COc1ccc(Nc2nccc(-c3nc4ccccc4n3C)n2)cc1,4.823908741
176,CHEMBL4210571,COc1cc(C(=O)NCCN(C)C)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,7.677780705
177,CHEMBL3353347,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)Nc4ccccc45)ccc23)cc1,4.0
178,CHEMBL1808342,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)NCCN(C)C)cc3OC(F)(F)F)nc1-2,5.0
179,CHEMBL4457809,CCOc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(Cc1ccccc1)[C@H](CC)C(=O)N2C,7.075720714
180,CHEMBL1945169,O=C1Cc2cnc(Nc3cccc(N4CCOCC4)c3)nc2-c2ccc(Cl)cc2N1,6.537602002
181,CHEMBL2036725,Cn1c(-c2ccnc(Nc3ccccc3)n2)nc2ccccc21,4.22184875
182,CHEMBL4461041,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(N)=O)cc3OCCO)nc2N1C1CCCC1,7.683610249
183,CHEMBL563363,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNCCO)cc1Cl,7.677780705
184,CHEMBL1933583,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4CC(F)(F)F)CCNC5=O)n3)c2)CC1,7.552841969
185,CHEMBL519225,Cc1nc(-c2ccccc2)n2nc(NCc3ccccc3)ncc12,5.823908741
186,CHEMBL2407899,CN1CCN(c2ccc(/C=C/c3n[nH]c4cc(/C=C5/C(=O)Nc6ccccc65)ccc34)cn2)CC1,5.0
187,CHEMBL1209756,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccccn4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,8.22184875
188,CHEMBL3899638,CCCc1ccc(C(=O)NC)cc1,4.966576245
189,CHEMBL2407906,O=C1Nc2ccccc2/C1=C/c1cccc(O)c1,4.602059991
190,CHEMBL2392546,COc1cc(C(=O)NC2CCN(C)CC2)cc(F)c1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,7.091514981
191,CHEMBL1209757,C[C@@H](Oc1cc(-n2cnc3cc(-c4cccs4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,8.522878745
192,CHEMBL1807304,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC(N(C)C)CC4)cc3OC(F)(F)F)nc1-2,5.0
193,CHEMBL518060,Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/CC(C)C,4.0
194,CHEMBL491021,C[C@H](Nc1cc2c(-c3cc(Cl)cc(CCC(N)=O)c3)noc2cn1)c1ccccc1,7.292429824
195,CHEMBL1933584,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4CCO)CCNC5=O)n3)c2)CC1,6.991399828
196,CHEMBL2036727,Cn1c(-c2ccnc(Nc3ccc(Cl)cc3)n2)nc2ccccc21,4.0
197,CHEMBL4448563,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC(C)C)cc3OCCO)nc2N1C1CCCC1,8.163675884
198,CHEMBL2407893,Cc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccncc4)n[nH]c3c1)C(=O)N2,5.0
199,CHEMBL2401959,CCC1(C)C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1CCC(F)(F)F,5.145086978
200,CHEMBL2407745,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,5.0
201,CHEMBL199658,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3ccc(Cl)cc3)c12,4.0
202,CHEMBL1242482,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(F)c([N+](=O)[O-])c2)SCc2ccc(Br)cc2)cc1,4.301029996
203,CHEMBL1794069,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,8.22184875
204,CHEMBL474029,COc1cc2ncn(-c3cc(OCc4ccccc4C#N)c(C(N)=O)s3)c2cc1OC,8.22184875
205,CHEMBL1241855,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,8.045757491
206,CHEMBL1209675,C[C@@H](Oc1cc(-n2cnc3ccc(-c4ccncc4)cc32)sc1C(N)=O)c1ccccc1Cl,8.698970004
207,CHEMBL2380586,Cn1cc(-c2cc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3cc2NC2CCCCC2)cn1,5.301029996
208,CHEMBL599056,Cn1c(=O)c2cc3c(nc2n(C)c1=O)-c1ncccc1NC(=O)C3,4.0
209,CHEMBL4167865,CCC1C(=O)N(C)c2cnc(-n3ccc4cc(F)ccc43)nc2N1c1ccn(C)n1,5.0
210,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,5.0
211,CHEMBL259084,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4.27572413
212,CHEMBL486367,COc1cc(Nc2ncc3c(C)nc(-c4ccc(C(F)(F)F)cc4)n3n2)cc(OC)c1OC,5.974694135
213,CHEMBL1269487,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C(=O)OC(C)(C)C)CC4)ccc3OC(F)(F)F)ncc1CC2,6.066006836
214,CHEMBL525911,Cc1nn(-c2cc(Cl)cc(CCC(N)=O)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12,7.494850022
215,CHEMBL200657,CCCCN(C)C(=O)c1cc2c(C)n[nH]c2s1,4.698970004
216,CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,5.0
217,CHEMBL606255,COc1ccc(Nc2ncc3c(n2)-c2ncccc2NC(=O)C3)cc1,4.0
218,CHEMBL200348,COC(=O)c1cc2c(CN3CCCCC3)n[nH]c2s1,4.0
219,CHEMBL4566834,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC)cc3OCCO)nc2N1C1CCCC1,7.805208242
220,CHEMBL219899,COc1cc2ncn(-c3cc(OCc4ccc(S(C)(=O)=O)cc4)c(C(N)=O)s3)c2cc1OC,6.997833938
221,CHEMBL3260241,COc1cccc(/C=C/C(=O)NNC(=O)c2ccc3c(c2)OCCO3)c1,7.522878745
222,CHEMBL518953,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,7.958607315
223,CHEMBL1945029,CN1CCN(Cc2cccc(Nc3ncc4c(n3)-c3ccc(Cl)cc3NC(=O)C4)c2)CC1,6.13667714
224,CHEMBL4212237,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C(C)C)[C@H](CC(C)C)C(=O)N2C,6.661543506
225,CHEMBL3702566,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,5.106904334
226,CHEMBL1094477,Cc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,7.838631998
227,CHEMBL491193,CC1CCCCC1c1noc2cnc(N[C@@H](C)c3ccccc3)cc12,5.244964066
228,CHEMBL490992,C[C@H](Nc1cc2c(-c3cccs3)noc2cn1)c1ccccc1,5.521866572
229,CHEMBL3394758,CCN(CC)CC(O)Cn1cc(C(=O)O)c2ccccc21,5.718966633
230,CHEMBL1209674,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccncc4)ccc32)sc1C(N)=O)c1ccccc1Cl,9.0
231,CHEMBL3353340,O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,4.0
232,CHEMBL202721,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,5.0
233,CHEMBL552348,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN2CCS(=O)(=O)CC2)cc1Cl,7.795880017
234,CHEMBL1208960,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCOCC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,8.301029996
235,CHEMBL4592698,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc2N1C1CCCC1,7.854803594
236,CHEMBL3884319,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,5.0
237,CHEMBL3652220,CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3cc(N4CCN(C)CC4)ccc3OC)nc1-2,7.585026652
238,CHEMBL1774330,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(NC(=O)[C@@H]4CCCN4)ccc3OC(F)(F)F)ncc1CC2,7.356547324
239,CHEMBL558074,NC(=O)c1sc(-c2cnc(NC(=O)c3ccccc3)s2)cc1OCc1ccccc1C(F)(F)F,5.677780705
240,CHEMBL4171281,CCC1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC(C)C)ccc43)nc2N1c1ccn(C)n1,5.819014419
241,CHEMBL1094402,NC(=O)c1nn(C2CCCCC2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,6.844663963
242,CHEMBL2348417,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,5.0
243,CHEMBL485295,Cc1nn(-c2cccc(S(C)(=O)=O)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12,6.647817482
244,CHEMBL1945030,CN(C)CC1CC1c1cccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=O)C3)c1,6.886056648
245,CHEMBL523634,Cc1cscc1-c1noc2cnc(N[C@@H](C)c3ccccc3)cc12,6.108462542
246,CHEMBL2036726,Cc1ccc(Nc2nccc(-c3nc4ccccc4n3C)n2)cc1,4.0
247,CHEMBL464351,Cc1ccc(O)cc1CC[C@H]1[C@@H]2C[C@H](O)[C@H]([C@H](C)CCCC(C)C)[C@@]2(C)CC[C@H]1O,4.0
248,CHEMBL4447251,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(C)=O)cc3OCCO)nc2N1C1CCCC1,8.239577517
249,CHEMBL2402085,CC[C@@H]1C(=O)N(C)c2cnc(-c3cn[nH]c3-c3nccs3)nc2N1c1cn[nH]c1,5.518557371
250,CHEMBL1258913,O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,5.0
251,CHEMBL590769,O=C1Cc2cnc3ccnn3c2-c2ccccc2N1,4.0
252,CHEMBL4468970,CC[C@@H]1C(=O)N(CCO)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc2N1C1CCCC1,6.53521248
253,CHEMBL596808,O=C1Cc2cnc(Nc3ccc([N+](=O)[O-])cc3)nc2-c2ccccc2N1,4.0
254,CHEMBL562764,NC(=O)c1sc(-c2cnc3ccccn23)cc1OCc1ccccc1Cl,7.455931956
255,CHEMBL4576641,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NCCN4CCN(C)CC4)cc3OCCO)nc2N1C1CCCC1,7.673459331
256,CHEMBL3260236,O=C(/C=C/c1ccccc1[N+](=O)[O-])NNC(=O)c1ccc2c(c1)OCCO2,6.721246399
257,CHEMBL200796,COC(=O)c1cc2c(Nc3ccccc3)[nH]nc2s1,4.677780705
258,CHEMBL564067,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN2CCC(O)CC2)cc1Cl,7.568636236
259,CHEMBL523423,Cc1ccc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)cc1,5.344093582
260,CHEMBL4162262,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NCC(C)C)cc3)nc2N1C1CCCC1,7.331800516
261,CHEMBL4080819,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1cccc(OCc2ccccc2)c1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,6.359916269
262,CHEMBL199996,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)Nc3ccccc3)c12,4.698970004
263,CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,4.259637311
264,CHEMBL4469319,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCOCC4)cc3OCCO)nc2N1C(C)C,6.752026734
265,CHEMBL4067710,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3cc(F)c(C(=O)NC4CCN(CC)CC4)cc3OC)nc2N1C(C)C,9.397940009
266,CHEMBL2407749,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,4.0
267,CHEMBL1271645,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CC[N+](C)([O-])CC4)ccc3OC(F)(F)F)ncc1CC2,6.896196279
268,CHEMBL3956625,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,7.180456064
269,CHEMBL487977,COc1cccc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)c1,6.522878745
270,CHEMBL4451065,CCOc1cc(C2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(Cc1cccc(Br)c1)[C@H](CC)C(=O)N2C,6.26760624
271,CHEMBL4206052,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C(C)C)[C@H](C)C(=O)N2C,7.598599459
272,CHEMBL2407909,O=C1Nc2ccccc2/C1=C\c1ccc2nn[nH]c2c1,4.537602002
273,CHEMBL2407894,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccncc4)n[nH]c3c1)C(=O)N2,5.0
274,CHEMBL2042135,C[C@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,5.235077015
275,CHEMBL2392544,C=C[C@@]1(F)CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3OC)ncc2N(C)C1=O,8.522878745
276,CHEMBL599248,COc1ccc2c(c1)NC(=O)Cc1cnc3ccnn3c1-2,4.0
277,CHEMBL475616,COc1cc2ncn(-c3cc(OCc4cccc(N(C)C)c4)c(C(N)=O)s3)c2cc1OC,7.508638306
278,CHEMBL4065187,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccc(CCOCc2ccccc2)cc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,7.092588639
279,CHEMBL598024,O=C1Cc2cnc(Nc3ccc(I)cc3)nc2-c2ccccc2N1,4.823908741
280,CHEMBL475762,COc1cc2ncn(-c3cc(OCc4ccncc4)c(C(N)=O)s3)c2cc1OC,6.886056648
281,CHEMBL2380650,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(C)=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,6.920818754
282,CHEMBL596988,COc1ccc(Nc2ncc3c(n2)-c2cnccc2NC(=O)C3)cc1,5.602059991
283,CHEMBL1945500,CN(C)CCCc1cc(Cl)cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,9.0
284,CHEMBL492008,N#Cc1cc([N+](=O)[O-])c2sc(C(N)=O)[n+]([O-])c2c1,5.0
285,CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,5.0
286,CHEMBL3394762,CCN(CC)CC(O)Cn1cc(CC(=O)O)c2ccccc21,5.578396073
287,CHEMBL557878,Cn1cncc1-c1cc(OCc2ccccc2C(F)(F)F)c(C(N)=O)s1,6.366531544
288,CHEMBL522618,C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1,6.669586227
289,CHEMBL519120,Cc1ccccc1COc1cc(-n2cnc3ccc(Cl)cc32)sc1C(N)=O,8.397940009
290,CHEMBL563387,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN(C)C)cc1Cl,7.657577319
291,CHEMBL1945559,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,5.0
292,CHEMBL4127627,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(Cl)c(Cl)c1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O)[C@@H](C)OP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(N)=O,7.409046765
293,CHEMBL4548940,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3O)nc2N1C1CCCC1,8.229884705
294,CHEMBL3809829,COc1cc(-c2cnn(C)c2)ccc1Nc1ncc2ccnc(N[C@@H](C)C(C)(C)C)c2n1,4.0
295,CHEMBL4168155,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(N)(=O)=O)cc3)nc2N1C1CCCC1,7.188626103
296,CHEMBL1807305,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3OC)nc1-2,5.0
297,CHEMBL4588843,CCOc1cc(C2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(Cc1cccc(C#N)c1)[C@H](CC)C(=O)N2C,5.744727495
298,CHEMBL1945803,CN(C)CCCc1cncc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,9.0
299,CHEMBL222419,COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,9.096910013
300,CHEMBL1933582,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4C)CCNC5=O)n3)c2)CC1,8.045757491
301,CHEMBL220241,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,5.0
302,CHEMBL4130239,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O)[C@@H](C)OP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(N)=O,5.67592342
303,CHEMBL1945170,CN(C)CCCc1cccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,8.301029996
304,CHEMBL1793895,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCCl)CC4)c2)CC1,8.0
305,CHEMBL4209151,COc1cccc(F)c1-c1ccnc(Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)n1,4.908333042
306,CHEMBL476137,CCOC(=O)/C(C#N)=c1\s/c(=C/Nc2ccccc2F)c(=O)n1CC,6.795880017
307,CHEMBL199755,O=C(NC1CCCCC1)c1cc2c(-c3ccccc3)[nH]nc2s1,4.920818754
308,CHEMBL47590,CNc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,5.0
309,CHEMBL1945172,CN(C)CCCc1ccc(Cl)c(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,9.0
310,CHEMBL1774329,CN(C)CCCN1CCC(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,7.37675071
311,CHEMBL3394766,O=C(O)Cc1cn(CC(O)CN2CCOCC2)c2ccccc12,6.017728767
312,CHEMBL1630115,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,5.207608311
313,CHEMBL1094400,NC(=O)c1nn(-c2ccccc2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,5.0
314,CHEMBL1976040,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,6.455931956
315,CHEMBL518956,Cc1ccccc1COc1cc(-n2cnc3ccccc32)sc1C(N)=O,7.920818754
316,CHEMBL2407748,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4cccnc4)n[nH]c3c1)C(=O)N2,5.0
